System,User,Operation,Object,Date,Time
PM,zkrepy,LOGON,none,2020-01-01,10:01:29
PM,gostrow,LOGON,none,2020-01-01,10:08:17
PM,mwarzycha,LOGOFF,none,2020-01-01,10:12:07
PM,gnyski,INSERT,CUSTOMERS,2020-01-01,10:12:45
PM,gnyski,LOGOFF,none,2020-01-01,10:12:50
PM,apuzon,LOGOFF,none,2020-01-01,10:14:01
PM,aosinska,LOGON,none,2020-01-01,10:14:02
PM,mwarzycha,LOGON,none,2020-01-01,10:16:55
PM,kuszka,LOGON,none,2020-01-01,10:17:25
SALES,amaly,SELECT,PRODUCTS,2020-01-01,10:18:40
PM,amaly,SELECT,CUSTOMERS,2020-01-01,10:20:34
SALES,amaly,SELECT,DISTRIBUTORS,2020-01-01,10:22:18
PM,rbielik,LOGON,none,2020-01-01,10:23:48
PM,kespiel,ALTER USER,none,2020-01-01,10:24:22
PM,mjarcinska,DELETE,PROJECT_STATUS,2020-01-01,10:28:00
PM,mjarcinska,INSERT,ASSIGNMENTS,2020-01-01,10:28:27
PM,mszkopianski,LOGON,none,2020-01-01,10:34:11
PM,aosinska,UPDATE,PROJECTS,2020-01-01,10:34:30
PM,mwarzycha,UPDATE,EMPLOYEES,2020-01-01,10:38:05
PM,tlalka,LOGOFF,none,2020-01-01,10:38:48
PM,ktarnows,LOGOFF,none,2020-01-01,10:40:16
SALES,amaly,SELECT,ORDERS,2020-01-01,10:40:36
PM,apuzon,LOGON,none,2020-01-01,10:41:45
SALES,app,UPDATE,ORDERS,2020-01-01,10:43:12
PM,ktarnows,LOGON,none,2020-01-01,10:45:13
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-01,10:45:55
PM,aosinska,SELECT,PROJECT_DETAILS,2020-01-01,10:48:05
PM,mszkopianski,SET ROLE,none,2020-01-01,10:48:41
PM,zkrepy,SELECT,TASKS,2020-01-01,10:49:47
PM,gostrow,LOGOFF,none,2020-01-01,10:50:59
PM,aosinska,DELETE,PROJECT_DETAILS,2020-01-01,10:51:02
PM,anowotworski,SELECT,TASKS,2020-01-01,10:53:06
PM,aosinska,LOGOFF,none,2020-01-01,10:56:24
PM,gnyski,LOGON,none,2020-01-01,10:56:35
SALES,apuzon,SELECT,ORDERS,2020-01-01,10:59:29
PM,ktarnows,ALTER,PROJECTS,2020-01-01,11:04:44
PM,ktarnows,ALTER,DIVISIONS,2020-01-01,11:06:38
PM,mwarzycha,DELETE,EMPLOYEES,2020-01-01,11:07:18
PM,app,LOGOFF,none,2020-01-01,11:08:12
PM,gnyski,SELECT,CUSTOMERS,2020-01-01,11:08:28
PM,apuzon,DELETE,PAYMENTS,2020-01-01,11:10:45
PM,sbaszel,LOGON,none,2020-01-01,11:14:53
SALES,mwarzycha,SELECT,DISTRIBUTORS,2020-01-01,11:16:47
PM,aosinska,LOGON,none,2020-01-01,11:17:16
PM,aosinska,SELECT,CLIENTS,2020-01-01,11:19:31
SALES,amaly,SELECT,PRODUCTS,2020-01-01,11:21:59
SALES,amaly,SELECT,DISTRIBUTORS,2020-01-01,11:22:26
PM,mwarzycha,INSERT,DEPARTMENTS,2020-01-01,11:26:32
SALES,sbaszel,SELECT,WAREHOUSES,2020-01-01,11:27:58
PM,app,LOGON,none,2020-01-01,11:28:28
PM,gostrow,LOGON,none,2020-01-01,11:32:00
SALES,mwarzycha,INSERT,DISTRIBUTORS,2020-01-01,11:32:08
SALES,rbielik,SELECT,WAREHOUSES,2020-01-01,11:33:24
SALES,sbaszel,DELETE,WAREHOUSES,2020-01-01,11:36:14
SALES,mwarzycha,DELETE,DISTRIBUTORS,2020-01-01,11:37:08
PM,ktarnows,LOGOFF,none,2020-01-01,11:37:08
PM,apuzon,SELECT,PAYMENTS,2020-01-01,11:38:21
PM,zkrepy,LOGOFF,none,2020-01-01,11:38:47
PM,ktarnows,LOGON,none,2020-01-01,11:39:04
SALES,sbaszel,INSERT,PRODUCTS,2020-01-01,11:39:05
PM,apuzon,LOGOFF,none,2020-01-01,11:39:41
PM,mwarzycha,INSERT,DIVISIONS,2020-01-01,11:41:31
PM,aosinska,INSERT,PROJECT_CATEGORY,2020-01-01,11:42:13
PM,kespiel,SET ROLE,none,2020-01-01,11:42:48
PM,pskala,LOGON,none,2020-01-01,11:46:55
PM,mwarzycha,LOGOFF,none,2020-01-01,11:48:08
PM,apuzon,LOGON,none,2020-01-01,11:48:09
PM,mjarcinska,LOGOFF,none,2020-01-01,11:48:58
PM,tlalka,LOGON,none,2020-01-01,11:49:20
SALES,app,INSERT,ORDERS,2020-01-01,11:52:05
PM,zkrepy,LOGON,none,2020-01-01,11:55:06
PM,mwarzycha,LOGON,none,2020-01-01,11:56:02
SALES,app,INSERT,ORDERS,2020-01-01,11:57:01
PM,amaly,LOGOFF,none,2020-01-01,11:58:11
PM,ktarnows,ALTER,PROJECT_DETAILS,2020-01-01,11:58:29
PM,kespiel,CREATE ROLE,none,2020-01-01,11:58:54
SALES,sbaszel,SELECT,WAREHOUSES,2020-01-01,11:59:34
SALES,mwarzycha,INSERT,DISTRIBUTORS,2020-01-01,12:00:16
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-01,12:01:08
SALES,app,UPDATE,ORDERS,2020-01-01,12:03:44
SALES,gostrow,SELECT,WAREHOUSES,2020-01-01,12:05:52
PM,anowotworski,LOGOFF,none,2020-01-01,12:06:13
PM,apuzon,UPDATE,PAYMENTS,2020-01-01,12:09:24
PM,gostrow,LOGOFF,none,2020-01-01,12:13:26
PM,apuzon,UPDATE,PAYMENTS,2020-01-01,12:13:43
PM,aosinska,LOGOFF,none,2020-01-01,12:15:09
PM,kuszka,UPDATE,CLIENTS,2020-01-01,12:15:47
PM,mwarzycha,LOGOFF,none,2020-01-01,12:16:10
PM,kespiel,ALTER USER,none,2020-01-01,12:16:34
PM,mszkopianski,ALTER USER,none,2020-01-01,12:18:52
PM,apuzon,SELECT,PAYMENTS,2020-01-01,12:19:38
PM,gnyski,LOGOFF,none,2020-01-01,12:19:39
PM,gnyski,LOGON,none,2020-01-01,12:21:33
SALES,kuszka,DELETE,ORDERS,2020-01-01,12:23:53
PM,apuzon,LOGOFF,none,2020-01-01,12:25:13
PM,tlalka,LOGOFF,none,2020-01-01,12:28:50
PM,adynka,LOGOFF,none,2020-01-01,12:29:14
PM,ktarnows,LOGOFF,none,2020-01-01,12:30:24
PM,aosinska,LOGON,none,2020-01-01,12:37:15
SALES,sbaszel,SELECT,WAREHOUSES,2020-01-01,12:37:32
SALES,sbaszel,SELECT,PRODUCTS,2020-01-01,12:38:26
PM,ktarnows,LOGON,none,2020-01-01,12:41:55
PM,app,LOGOFF,none,2020-01-01,12:44:34
PM,mwarzycha,LOGON,none,2020-01-01,12:45:10
PM,mszkopianski,SET ROLE,none,2020-01-01,12:48:53
PM,mszkopianski,LOGOFF,none,2020-01-01,12:51:23
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-01,12:51:36
PM,mwarzycha,LOGOFF,none,2020-01-01,12:54:00
PM,amaly,LOGON,none,2020-01-01,12:54:06
PM,pskala,SELECT,ASSIGNMENTS,2020-01-01,12:54:39
SALES,sbaszel,UPDATE,PRODUCTS,2020-01-01,12:55:29
PM,ktarnows,ALTER,SKILLS,2020-01-01,13:01:14
PM,aosinska,UPDATE,PROJECT_TYPE,2020-01-01,13:01:55
PM,kuszka,INSERT,CLIENTS,2020-01-01,13:02:43
PM,kuszka,DELETE,CUSTOMERS,2020-01-01,13:03:28
PM,rbielik,LOGOFF,none,2020-01-01,13:06:35
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-01-01,13:08:56
PM,mwarzycha,LOGON,none,2020-01-01,13:11:16
SALES,mwarzycha,DELETE,DISTRIBUTORS,2020-01-01,13:12:33
PM,app,LOGON,none,2020-01-01,13:13:00
PM,amaly,LOGOFF,none,2020-01-01,13:14:36
PM,rbielik,LOGON,none,2020-01-01,13:16:45
SALES,sbaszel,INSERT,WAREHOUSES,2020-01-01,13:19:03
SALES,sbaszel,INSERT,WAREHOUSES,2020-01-01,13:20:20
PM,mwarzycha,DELETE,SKILLS,2020-01-01,13:21:03
PM,gnyski,DELETE,CUSTOMERS,2020-01-01,13:21:58
SALES,mwarzycha,SELECT,DISTRIBUTORS,2020-01-01,13:25:30
PM,gnyski,LOGOFF,none,2020-01-01,13:25:49
PM,apuzon,LOGON,none,2020-01-01,13:26:54
PM,gostrow,LOGON,none,2020-01-01,13:27:40
PM,anowotworski,LOGON,none,2020-01-01,13:30:43
SALES,app,INSERT,ORDERS,2020-01-01,13:32:23
SALES,kuszka,DELETE,ORDERS,2020-01-01,13:33:30
PM,mszkopianski,LOGON,none,2020-01-01,13:41:40
SALES,apuzon,SELECT,ORDERS,2020-01-01,13:42:13
PM,aosinska,LOGOFF,none,2020-01-01,13:45:22
SALES,app,INSERT,ORDERS,2020-01-01,13:45:44
SALES,sbaszel,SELECT,PRODUCTS,2020-01-01,13:47:35
PM,mwarzycha,LOGOFF,none,2020-01-01,13:50:41
PM,mwarzycha,LOGON,none,2020-01-01,13:50:47
PM,zkrepy,LOGOFF,none,2020-01-01,13:52:23
PM,ktarnows,LOGOFF,none,2020-01-01,13:57:36
SALES,app,UPDATE,ORDERS,2020-01-01,13:58:46
PM,aosinska,LOGON,none,2020-01-01,13:59:19
PM,apuzon,LOGOFF,none,2020-01-01,14:02:44
PM,kespiel,SET ROLE,none,2020-01-01,14:03:03
PM,sbaszel,LOGOFF,none,2020-01-01,14:03:08
PM,zfenicki,LOGON,none,2020-01-01,14:05:40
PM,amaly,LOGON,none,2020-01-01,14:08:37
PM,mszkopianski,DROP USER,none,2020-01-01,14:10:39
PM,apuzon,LOGON,none,2020-01-01,14:12:17
PM,gnyski,LOGON,none,2020-01-01,14:14:12
PM,sbaszel,LOGON,none,2020-01-01,14:15:51
PM,zkrepy,LOGON,none,2020-01-01,14:16:48
PM,mwarzycha,DELETE,DIVISIONS,2020-01-01,14:17:22
PM,ktarnows,LOGON,none,2020-01-01,14:17:59
PM,ktarnows,ALTER,PAYMENTS,2020-01-01,14:18:18
PM,apuzon,UPDATE,PAYMENTS,2020-01-01,14:19:23
PM,kuszka,SELECT,CUSTOMERS,2020-01-01,14:20:11
SALES,sbaszel,SELECT,WAREHOUSES,2020-01-01,14:20:39
PM,mwarzycha,DELETE,DEPARTMENTS,2020-01-01,14:20:56
SALES,ktarnows,ALTER,ORDERS,2020-01-01,14:23:20
PM,mwarzycha,SELECT,DEPARTMENTS,2020-01-01,14:23:21
PM,aosinska,LOGOFF,none,2020-01-01,14:23:40
PM,gnyski,INSERT,CUSTOMERS,2020-01-01,14:24:31
PM,mwyjko,LOGON,none,2020-01-01,14:24:39
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-01,14:25:37
PM,amaly,LOGOFF,none,2020-01-01,14:25:54
PM,gnyski,INSERT,CLIENTS,2020-01-01,14:28:13
PM,jsmidt,LOGON,none,2020-01-01,14:31:08
PM,aosinska,LOGON,none,2020-01-01,14:31:47
PM,rbielik,LOGOFF,none,2020-01-01,14:31:58
PM,sbaszel,LOGOFF,none,2020-01-01,14:31:59
SALES,kuszka,INSERT,ORDERS,2020-01-01,14:33:38
PM,ktarnows,ALTER,PROJECTS,2020-01-01,14:36:48
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-01,14:37:48
PM,zfenicki,SELECT,PROJECTS,2020-01-01,14:42:30
PM,sbaszel,LOGON,none,2020-01-01,14:44:22
PM,jsmidt,LOGOFF,none,2020-01-01,14:45:53
PM,kespiel,SET ROLE,none,2020-01-01,14:47:41
PM,mszkopianski,LOGOFF,none,2020-01-01,14:53:01
PM,app,LOGOFF,none,2020-01-01,14:57:34
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-01,14:58:54
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-01,14:58:56
PM,mwarzycha,LOGOFF,none,2020-01-01,15:06:29
PM,sbaszel,LOGOFF,none,2020-01-01,15:06:52
PM,rbielik,LOGON,none,2020-01-01,15:07:55
PM,app,LOGON,none,2020-01-01,15:10:09
PM,sbaszel,LOGON,none,2020-01-01,15:11:03
PM,mszkopianski,LOGON,none,2020-01-01,15:12:07
PM,gnyski,LOGOFF,none,2020-01-01,15:12:20
SALES,ktarnows,ALTER,WAREHOUSES,2020-01-01,15:12:35
SALES,sbaszel,SELECT,WAREHOUSES,2020-01-01,15:15:09
PM,mszkopianski,ALTER USER,none,2020-01-01,15:17:10
SALES,rbielik,SELECT,WAREHOUSES,2020-01-01,15:18:43
SALES,app,SELECT,ORDERS,2020-01-01,15:27:52
PM,ktarnows,ALTER,SKILLS,2020-01-01,15:27:55
PM,apuzon,DELETE,PAYMENTS,2020-01-01,15:29:22
PM,rbielik,LOGOFF,none,2020-01-01,15:29:25
PM,rbielik,LOGON,none,2020-01-01,15:30:22
PM,gnyski,LOGON,none,2020-01-01,15:30:58
PM,mjarcinska,LOGON,none,2020-01-01,15:32:07
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-01-01,15:32:12
PM,app,LOGOFF,none,2020-01-01,15:34:31
SALES,sbaszel,INSERT,WAREHOUSES,2020-01-01,15:37:18
PM,ktarnows,ALTER,PROJECTS,2020-01-01,15:38:24
PM,aosinska,INSERT,PROJECT_TYPE,2020-01-01,15:38:38
SALES,sbaszel,UPDATE,WAREHOUSES,2020-01-01,15:41:02
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-01,15:44:36
PM,apuzon,INSERT,PAYMENTS,2020-01-01,15:45:52
PM,pskala,LOGOFF,none,2020-01-01,15:46:26
PM,mszkopianski,DROP USER,none,2020-01-01,15:48:28
PM,kespiel,DROP USER,none,2020-01-01,15:49:45
PM,gnyski,SELECT,CUSTOMERS,2020-01-01,15:50:30
SALES,ktarnows,ALTER,PRODUCTS,2020-01-01,15:51:36
PM,amaly,LOGON,none,2020-01-01,15:51:42
SALES,apuzon,SELECT,ORDERS,2020-01-01,15:58:56
PM,anowotworski,SELECT,TASKS,2020-01-01,16:00:36
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-01,16:02:20
PM,app,LOGON,none,2020-01-01,16:03:43
SALES,sbaszel,INSERT,WAREHOUSES,2020-01-01,16:04:32
PM,amaly,LOGOFF,none,2020-01-01,16:06:57
PM,aosinska,DELETE,PROJECTS,2020-01-01,16:13:21
PM,mwarzycha,LOGON,none,2020-01-01,16:14:09
SALES,app,INSERT,ORDERS,2020-01-01,16:14:47
SALES,kuszka,UPDATE,ORDERS,2020-01-01,16:15:43
PM,pskala,LOGON,none,2020-01-01,16:15:45
SALES,gnyski,INSERT,ORDERS,2020-01-01,16:18:43
PM,gnyski,DELETE,CLIENTS,2020-01-01,16:22:11
PM,amaly,LOGON,none,2020-01-01,16:24:56
PM,apuzon,LOGOFF,none,2020-01-01,16:26:16
PM,rbielik,LOGOFF,none,2020-01-01,16:32:34
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-01,16:33:16
PM,mwyjko,DELETE,TASKS,2020-01-01,16:33:53
PM,aosinska,UPDATE,PROJECT_CATEGORY,2020-01-01,16:35:01
SALES,app,UPDATE,ORDERS,2020-01-01,16:36:51
SALES,app,SELECT,DISTRIBUTORS,2020-01-01,16:38:14
PM,rbielik,LOGON,none,2020-01-01,16:41:08
PM,mwarzycha,INSERT,DEPARTMENTS,2020-01-01,16:42:30
PM,aosinska,SELECT,PROJECT_STATUS,2020-01-01,16:42:48
PM,mjarcinska,DELETE,TASKS,2020-01-01,16:43:34
PM,mwarzycha,LOGOFF,none,2020-01-01,16:44:02
SALES,sbaszel,DELETE,WAREHOUSES,2020-01-01,16:46:37
PM,mjarcinska,INSERT,TASKS,2020-01-01,16:47:14
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-01,16:48:02
SALES,rbielik,SELECT,ORDERS,2020-01-01,16:50:38
PM,ktarnows,ALTER,TASKS,2020-01-01,16:54:48
PM,aosinska,INSERT,PROJECTS,2020-01-01,16:57:55
PM,aosinska,INSERT,PROJECT_CATEGORY,2020-01-01,16:59:46
PM,mjarcinska,SELECT,EMPLOYEES,2020-01-02,09:01:30
SALES,amaly,SELECT,DISTRIBUTORS,2020-01-02,09:05:03
PM,aosinska,LOGOFF,none,2020-01-02,09:05:37
PM,aosinska,LOGON,none,2020-01-02,09:07:21
SALES,sbaszel,SELECT,WAREHOUSES,2020-01-02,09:09:15
SALES,app,SELECT,PRODUCTS,2020-01-02,09:09:17
PM,mwarzycha,LOGON,none,2020-01-02,09:11:34
PM,sbaszel,LOGOFF,none,2020-01-02,09:15:46
PM,amaly,LOGOFF,none,2020-01-02,09:17:09
PM,sbaszel,LOGON,none,2020-01-02,09:19:31
SALES,kuszka,SELECT,DISTRIBUTORS,2020-01-02,09:20:24
PM,app,LOGOFF,none,2020-01-02,09:22:19
SALES,mwarzycha,INSERT,DISTRIBUTORS,2020-01-02,09:23:50
PM,mjarcinska,LOGOFF,none,2020-01-02,09:26:33
PM,anowotworski,LOGOFF,none,2020-01-02,09:27:16
SALES,gostrow,SELECT,ORDERS,2020-01-02,09:27:51
SALES,gostrow,SELECT,ORDERS,2020-01-02,09:28:01
PM,apuzon,LOGON,none,2020-01-02,09:28:45
PM,mwarzycha,DELETE,EXPERIENCES,2020-01-02,09:30:48
PM,ktarnows,ALTER,EXPERIENCES,2020-01-02,09:34:07
PM,app,LOGON,none,2020-01-02,09:35:48
PM,aosinska,INSERT,PROJECT_TYPE,2020-01-02,09:38:25
PM,aosinska,DELETE,PROJECTS,2020-01-02,09:42:52
PM,mjarcinska,LOGON,none,2020-01-02,09:44:35
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-02,09:45:02
PM,aosinska,LOGOFF,none,2020-01-02,09:45:42
PM,adynka,LOGON,none,2020-01-02,09:46:14
SALES,apuzon,SELECT,ORDERS,2020-01-02,09:46:39
PM,mwarzycha,DELETE,EMPLOYEES,2020-01-02,09:46:48
PM,zfenicki,SELECT,SKILLS,2020-01-02,09:48:13
PM,ktarnows,LOGOFF,none,2020-01-02,09:49:42
PM,amaly,LOGON,none,2020-01-02,09:53:17
PM,ktarnows,LOGON,none,2020-01-02,09:53:26
SALES,app,UPDATE,ORDERS,2020-01-02,09:54:15
SALES,app,DELETE,ORDERS,2020-01-02,09:55:17
PM,aosinska,LOGON,none,2020-01-02,09:55:21
PM,mwarzycha,INSERT,DEPARTMENTS,2020-01-02,10:10:21
PM,ktarnows,LOGOFF,none,2020-01-02,10:10:26
SALES,sbaszel,DELETE,WAREHOUSES,2020-01-02,10:13:00
PM,tlalka,LOGON,none,2020-01-02,10:13:05
PM,amaly,LOGOFF,none,2020-01-02,10:14:12
SALES,app,SELECT,ORDERS,2020-01-02,10:17:48
PM,mwyjko,SELECT,PROJECT_CATEGORY,2020-01-02,10:18:09
PM,gnyski,INSERT,CLIENTS,2020-01-02,10:18:55
PM,kuszka,INSERT,CLIENTS,2020-01-02,10:22:08
PM,mwarzycha,LOGOFF,none,2020-01-02,10:22:25
SALES,sbaszel,INSERT,PRODUCTS,2020-01-02,10:23:06
PM,kuszka,DELETE,CUSTOMERS,2020-01-02,10:23:26
PM,ktarnows,LOGON,none,2020-01-02,10:26:45
PM,app,LOGOFF,none,2020-01-02,10:29:43
PM,app,LOGON,none,2020-01-02,10:32:27
PM,apuzon,SELECT,PAYMENTS,2020-01-02,10:36:00
PM,mjarcinska,SELECT,CUSTOMERS,2020-01-02,10:36:08
PM,ktarnows,ALTER,SKILLS,2020-01-02,10:41:26
PM,zkrepy,SELECT,ASSIGNMENTS,2020-01-02,10:44:07
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-02,10:46:13
PM,app,LOGOFF,none,2020-01-02,10:50:19
PM,mwyjko,LOGOFF,none,2020-01-02,10:50:21
PM,mszkopianski,ALTER USER,none,2020-01-02,10:50:33
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-02,10:51:54
PM,apuzon,INSERT,PAYMENTS,2020-01-02,10:51:55
PM,zkrepy,LOGOFF,none,2020-01-02,10:52:07
SALES,gostrow,UPDATE,WAREHOUSES,2020-01-02,10:55:26
SALES,mjarcinska,UPDATE,PRODUCTS,2020-01-02,10:57:15
PM,mszkopianski,ALTER USER,none,2020-01-02,11:01:09
SALES,sbaszel,DELETE,WAREHOUSES,2020-01-02,11:04:47
PM,ktarnows,ALTER,TASKS,2020-01-02,11:05:50
PM,aosinska,LOGOFF,none,2020-01-02,11:06:13
PM,aosinska,LOGON,none,2020-01-02,11:08:52
PM,ktarnows,ALTER,TASKS,2020-01-02,11:09:47
PM,mjarcinska,DELETE,TASKS,2020-01-02,11:13:04
PM,mwarzycha,LOGON,none,2020-01-02,11:13:33
SALES,ktarnows,ALTER,DISTRIBUTORS,2020-01-02,11:15:22
PM,gnyski,DELETE,CLIENTS,2020-01-02,11:15:29
PM,gnyski,LOGOFF,none,2020-01-02,11:18:22
PM,gnyski,LOGON,none,2020-01-02,11:18:46
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-02,11:19:49
PM,apuzon,UPDATE,PAYMENTS,2020-01-02,11:23:11
PM,apuzon,INSERT,PAYMENTS,2020-01-02,11:23:39
PM,mwarzycha,UPDATE,DIVISIONS,2020-01-02,11:26:36
SALES,kuszka,UPDATE,ORDERS,2020-01-02,11:29:37
PM,amaly,LOGON,none,2020-01-02,11:32:22
PM,amaly,LOGOFF,none,2020-01-02,11:33:14
PM,app,LOGON,none,2020-01-02,11:35:58
PM,pskala,LOGOFF,none,2020-01-02,11:40:02
PM,kespiel,SET ROLE,none,2020-01-02,11:40:56
PM,gnyski,UPDATE,CUSTOMERS,2020-01-02,11:44:41
PM,mjarcinska,LOGOFF,none,2020-01-02,11:46:27
PM,tlalka,SELECT,ASSIGNMENTS,2020-01-02,11:48:00
PM,mwarzycha,UPDATE,EXPERIENCES,2020-01-02,11:49:45
PM,apuzon,UPDATE,PAYMENTS,2020-01-02,11:49:52
SALES,ktarnows,ALTER,WAREHOUSES,2020-01-02,11:55:38
SALES,gnyski,UPDATE,ORDERS,2020-01-02,11:59:03
PM,zkrepy,LOGON,none,2020-01-02,12:05:14
SALES,mwarzycha,DELETE,DISTRIBUTORS,2020-01-02,12:09:30
PM,kespiel,ALTER USER,none,2020-01-02,12:09:46
PM,amaly,LOGON,none,2020-01-02,12:17:01
PM,gnyski,LOGOFF,none,2020-01-02,12:19:14
PM,kuszka,DELETE,CUSTOMERS,2020-01-02,12:19:35
SALES,sbaszel,INSERT,PRODUCTS,2020-01-02,12:21:45
SALES,app,UPDATE,ORDERS,2020-01-02,12:23:50
PM,gnyski,LOGON,none,2020-01-02,12:25:23
PM,mwarzycha,DELETE,EMPLOYEES,2020-01-02,12:29:38
PM,zfenicki,UPDATE,PROJECT_DETAILS,2020-01-02,12:29:54
PM,ktarnows,ALTER,EXPERIENCES,2020-01-02,12:33:34
PM,gnyski,DELETE,CLIENTS,2020-01-02,12:33:36
PM,amaly,LOGOFF,none,2020-01-02,12:33:58
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-02,12:35:29
PM,gostrow,LOGOFF,none,2020-01-02,12:35:55
PM,app,LOGOFF,none,2020-01-02,12:36:28
PM,ktarnows,ALTER,TASKS,2020-01-02,12:39:28
PM,mwyjko,LOGON,none,2020-01-02,12:40:18
PM,apuzon,DELETE,PAYMENTS,2020-01-02,12:44:37
SALES,sbaszel,INSERT,WAREHOUSES,2020-01-02,12:49:18
SALES,mwarzycha,UPDATE,DISTRIBUTORS,2020-01-02,12:49:46
PM,ktarnows,LOGOFF,none,2020-01-02,12:50:18
SALES,rbielik,UPDATE,WAREHOUSES,2020-01-02,12:54:49
SALES,gnyski,UPDATE,ORDERS,2020-01-02,12:56:07
PM,jsmidt,LOGON,none,2020-01-02,12:56:09
PM,amaly,LOGON,none,2020-01-02,12:57:44
PM,kuszka,SELECT,CLIENTS,2020-01-02,13:07:07
PM,mwarzycha,SELECT,DIVISIONS,2020-01-02,13:07:31
PM,app,LOGON,none,2020-01-02,13:08:44
SALES,app,SELECT,DISTRIBUTORS,2020-01-02,13:12:00
PM,mwyjko,LOGOFF,none,2020-01-02,13:14:40
SALES,apuzon,SELECT,ORDERS,2020-01-02,13:15:53
SALES,amaly,SELECT,PRODUCTS,2020-01-02,13:16:05
SALES,app,DELETE,ORDERS,2020-01-02,13:18:07
PM,rbielik,LOGOFF,none,2020-01-02,13:19:01
SALES,app,DELETE,ORDERS,2020-01-02,13:20:34
SALES,app,UPDATE,ORDERS,2020-01-02,13:22:58
PM,kespiel,CREATE TABLE,none,2020-01-02,13:29:37
PM,gnyski,LOGOFF,none,2020-01-02,13:32:56
PM,zkrepy,SELECT,TASKS,2020-01-02,13:38:29
SALES,apuzon,SELECT,ORDERS,2020-01-02,13:41:49
PM,kespiel,CREATE TABLE,none,2020-01-02,13:44:53
PM,kespiel,LOGOFF,none,2020-01-02,13:46:27
PM,mwarzycha,LOGOFF,none,2020-01-02,13:48:02
SALES,kuszka,INSERT,ORDERS,2020-01-02,13:49:02
PM,rbielik,LOGON,none,2020-01-02,13:50:14
SALES,sbaszel,SELECT,PRODUCTS,2020-01-02,13:51:38
PM,mwarzycha,LOGON,none,2020-01-02,13:52:51
SALES,app,DELETE,ORDERS,2020-01-02,13:53:59
PM,sbaszel,LOGOFF,none,2020-01-02,13:55:09
PM,ktarnows,LOGON,none,2020-01-02,13:55:25
PM,zfenicki,SELECT,PROJECT_DETAILS,2020-01-02,13:56:06
SALES,app,SELECT,DISTRIBUTORS,2020-01-02,13:59:01
SALES,amaly,SELECT,PRODUCTS,2020-01-02,13:59:33
PM,mjarcinska,LOGON,none,2020-01-02,13:59:44
PM,sbaszel,LOGON,none,2020-01-02,14:01:14
