System,User,Operation,Object,Date,Day,Time
1,12,2,0,20200101,3,125400
1,19,1,0,20200101,3,125406
1,6,3,3,20200101,3,125439
2,18,4,16,20200101,3,125529
1,17,5,5,20200101,3,130114
1,16,4,14,20200101,3,130155
1,13,7,11,20200101,3,130243
1,13,8,19,20200101,3,130328
1,21,2,0,20200101,3,130635
1,16,4,13,20200101,3,130856
1,12,1,0,20200101,3,131116
2,12,8,17,20200101,3,131233
1,20,1,0,20200101,3,131300
1,19,2,0,20200101,3,131436
1,21,1,0,20200101,3,131645
2,18,7,15,20200101,3,131903
2,18,7,15,20200101,3,132020
1,12,8,5,20200101,3,132103
1,14,8,19,20200101,3,132158
2,12,3,17,20200101,3,132530
1,14,2,0,20200101,3,132549
1,15,1,0,20200101,3,132654
1,22,1,0,20200101,3,132740
1,7,1,0,20200101,3,133043
2,20,7,18,20200101,3,133223
2,13,8,18,20200101,3,133330
1,11,1,0,20200101,3,134140
2,15,3,18,20200101,3,134213
1,16,2,0,20200101,3,134522
2,20,7,18,20200101,3,134544
2,18,3,16,20200101,3,134735
1,12,2,0,20200101,3,135041
1,12,1,0,20200101,3,135047
1,9,2,0,20200101,3,135223
1,17,2,0,20200101,3,135736
2,20,4,18,20200101,3,135846
1,16,1,0,20200101,3,135919
1,15,2,0,20200101,3,140244
1,10,12,0,20200101,3,140303
1,18,2,0,20200101,3,140308
1,1,1,0,20200101,3,140540
1,19,1,0,20200101,3,140837
1,11,13,0,20200101,3,141039
1,15,1,0,20200101,3,141217
1,14,1,0,20200101,3,141412
1,18,1,0,20200101,3,141551
1,9,1,0,20200101,3,141648
1,12,8,6,20200101,3,141722
1,17,1,0,20200101,3,141759
1,17,5,8,20200101,3,141818
1,15,4,8,20200101,3,141923
1,13,3,19,20200101,3,142011
2,18,3,15,20200101,3,142039
1,12,8,7,20200101,3,142056
2,17,5,18,20200101,3,142320
1,12,3,7,20200101,3,142321
1,16,2,0,20200101,3,142340
1,14,7,19,20200101,3,142431
1,3,1,0,20200101,3,142439
2,18,4,15,20200101,3,142537
1,19,2,0,20200101,3,142554
1,14,7,11,20200101,3,142813
1,4,1,0,20200101,3,143108
1,16,1,0,20200101,3,143147
1,21,2,0,20200101,3,143158
1,18,2,0,20200101,3,143159
2,13,7,18,20200101,3,143338
1,17,5,12,20200101,3,143648
2,22,4,15,20200101,3,143748
1,1,3,12,20200101,3,144230
1,18,1,0,20200101,3,144422
1,4,2,0,20200101,3,144553
1,10,12,0,20200101,3,144741
1,11,2,0,20200101,3,145301
1,20,2,0,20200101,3,145734
2,18,4,15,20200101,3,145854
2,18,4,15,20200101,3,145856
1,12,2,0,20200101,3,150629
1,18,2,0,20200101,3,150652
1,21,1,0,20200101,3,150755
1,20,1,0,20200101,3,151009
1,18,1,0,20200101,3,151103
1,11,1,0,20200101,3,151207
1,14,2,0,20200101,3,151220
2,17,5,15,20200101,3,151235
2,18,3,15,20200101,3,151509
1,11,14,0,20200101,3,151710
2,21,3,15,20200101,3,151843
2,20,3,18,20200101,3,152752
1,17,5,5,20200101,3,152755
1,15,8,8,20200101,3,152922
1,21,2,0,20200101,3,152925
1,21,1,0,20200101,3,153022
1,14,1,0,20200101,3,153058
1,2,1,0,20200101,3,153207
1,16,4,13,20200101,3,153212
1,20,2,0,20200101,3,153431
2,18,7,15,20200101,3,153718
1,17,5,12,20200101,3,153824
1,16,7,14,20200101,3,153838
2,18,4,15,20200101,3,154102
2,22,4,15,20200101,3,154436
1,15,7,8,20200101,3,154552
1,6,2,0,20200101,3,154626
1,11,13,0,20200101,3,154828
1,10,13,0,20200101,3,154945
1,14,3,19,20200101,3,155030
2,17,5,16,20200101,3,155136
1,19,1,0,20200101,3,155142
2,15,3,18,20200101,3,155856
1,7,3,4,20200101,3,160036
2,21,4,15,20200101,3,160220
1,20,1,0,20200101,3,160343
2,18,7,15,20200101,3,160432
1,19,2,0,20200101,3,160657
1,16,8,12,20200101,3,161321
1,12,1,0,20200101,3,161409
2,20,7,18,20200101,3,161447
2,13,4,18,20200101,3,161543
1,6,1,0,20200101,3,161545
2,14,7,18,20200101,3,161843
1,14,8,11,20200101,3,162211
1,19,1,0,20200101,3,162456
1,15,2,0,20200101,3,162616
1,21,2,0,20200101,3,163234
2,22,4,15,20200101,3,163316
1,3,8,4,20200101,3,163353
1,16,4,13,20200101,3,163501
2,20,4,18,20200101,3,163651
2,20,3,17,20200101,3,163814
1,21,1,0,20200101,3,164108
1,12,7,7,20200101,3,164230
1,16,3,9,20200101,3,164248
1,2,8,4,20200101,3,164334
1,12,2,0,20200101,3,164402
2,18,8,15,20200101,3,164637
1,2,7,4,20200101,3,164714
2,21,4,15,20200101,3,164802
2,21,3,18,20200101,3,165038
1,17,5,4,20200101,3,165448
1,16,7,12,20200101,3,165755
1,16,7,13,20200101,3,165946
1,2,3,2,20200102,4,90130
2,19,3,17,20200102,4,90503
1,16,2,0,20200102,4,90537
1,16,1,0,20200102,4,90721
2,18,3,15,20200102,4,90915
2,20,3,16,20200102,4,90917
1,12,1,0,20200102,4,91134
1,18,2,0,20200102,4,91546
1,19,2,0,20200102,4,91709
1,18,1,0,20200102,4,91931
2,13,3,17,20200102,4,92024
1,20,2,0,20200102,4,92219
2,12,7,17,20200102,4,92350
1,2,2,0,20200102,4,92633
1,7,2,0,20200102,4,92716
2,22,3,18,20200102,4,92751
2,22,3,18,20200102,4,92801
1,15,1,0,20200102,4,92845
1,12,8,1,20200102,4,93048
1,17,5,1,20200102,4,93407
1,20,1,0,20200102,4,93548
1,16,7,14,20200102,4,93825
1,16,8,12,20200102,4,94252
1,2,1,0,20200102,4,94435
2,21,4,15,20200102,4,94502
1,16,2,0,20200102,4,94542
1,8,1,0,20200102,4,94614
2,15,3,18,20200102,4,94639
1,12,8,2,20200102,4,94648
1,1,3,5,20200102,4,94813
1,17,2,0,20200102,4,94942
1,19,1,0,20200102,4,95317
1,17,1,0,20200102,4,95326
2,20,4,18,20200102,4,95415
2,20,8,18,20200102,4,95517
1,16,1,0,20200102,4,95521
1,12,7,7,20200102,4,101021
1,17,2,0,20200102,4,101026
2,18,8,15,20200102,4,101300
1,5,1,0,20200102,4,101305
1,19,2,0,20200102,4,101412
2,20,3,18,20200102,4,101748
1,3,3,13,20200102,4,101809
1,14,7,11,20200102,4,101855
1,13,7,11,20200102,4,102208
1,12,2,0,20200102,4,102225
2,18,7,16,20200102,4,102306
1,13,8,19,20200102,4,102326
1,17,1,0,20200102,4,102645
1,20,2,0,20200102,4,102943
1,20,1,0,20200102,4,103227
1,15,3,8,20200102,4,103600
1,2,3,19,20200102,4,103608
1,17,5,5,20200102,4,104126
1,9,3,3,20200102,4,104407
2,21,4,15,20200102,4,104613
1,20,2,0,20200102,4,105019
1,3,2,0,20200102,4,105021
1,11,14,0,20200102,4,105033
2,22,4,15,20200102,4,105154
1,15,7,8,20200102,4,105155
1,9,2,0,20200102,4,105207
2,22,4,15,20200102,4,105526
2,2,4,16,20200102,4,105715
1,11,14,0,20200102,4,110109
2,18,8,15,20200102,4,110447
1,17,5,4,20200102,4,110550
1,16,2,0,20200102,4,110613
1,16,1,0,20200102,4,110852
1,17,5,4,20200102,4,110947
1,2,8,4,20200102,4,111304
1,12,1,0,20200102,4,111333
2,17,5,17,20200102,4,111522
1,14,8,11,20200102,4,111529
1,14,2,0,20200102,4,111822
1,14,1,0,20200102,4,111846
2,21,4,15,20200102,4,111949
1,15,4,8,20200102,4,112311
1,15,7,8,20200102,4,112339
1,12,4,6,20200102,4,112636
2,13,4,18,20200102,4,112937
1,19,1,0,20200102,4,113222
1,19,2,0,20200102,4,113314
1,20,1,0,20200102,4,113558
1,6,2,0,20200102,4,114002
1,10,12,0,20200102,4,114056
1,14,4,19,20200102,4,114441
1,2,2,0,20200102,4,114627
1,5,3,3,20200102,4,114800
1,12,4,1,20200102,4,114945
1,15,4,8,20200102,4,114952
2,17,5,15,20200102,4,115538
2,14,4,18,20200102,4,115903
1,9,1,0,20200102,4,120514
2,12,8,17,20200102,4,120930
1,10,14,0,20200102,4,120946
1,19,1,0,20200102,4,121701
1,14,2,0,20200102,4,121914
1,13,8,19,20200102,4,121935
2,18,7,16,20200102,4,122145
2,20,4,18,20200102,4,122350
1,14,1,0,20200102,4,122523
1,12,8,2,20200102,4,122938
1,1,4,10,20200102,4,122954
1,17,5,1,20200102,4,123334
1,14,8,11,20200102,4,123336
1,19,2,0,20200102,4,123358
2,21,4,15,20200102,4,123529
1,22,2,0,20200102,4,123555
1,20,2,0,20200102,4,123628
1,17,5,4,20200102,4,123928
1,3,1,0,20200102,4,124018
1,15,8,8,20200102,4,124437
2,18,7,15,20200102,4,124918
2,12,4,17,20200102,4,124946
1,17,2,0,20200102,4,125018
2,21,4,15,20200102,4,125449
2,14,4,18,20200102,4,125607
1,4,1,0,20200102,4,125609
1,19,1,0,20200102,4,125744
1,13,3,11,20200102,4,130707
1,12,3,6,20200102,4,130731
1,20,1,0,20200102,4,130844
2,20,3,17,20200102,4,131200
1,3,2,0,20200102,4,131440
2,15,3,18,20200102,4,131553
2,19,3,16,20200102,4,131605
2,20,8,18,20200102,4,131807
1,21,2,0,20200102,4,131901
2,20,8,18,20200102,4,132034
2,20,4,18,20200102,4,132258
1,10,15,0,20200102,4,132937
1,14,2,0,20200102,4,133256
1,9,3,4,20200102,4,133829
2,15,3,18,20200102,4,134149
1,10,15,0,20200102,4,134453
1,10,2,0,20200102,4,134627
1,12,2,0,20200102,4,134802
2,13,7,18,20200102,4,134902
1,21,1,0,20200102,4,135014
2,18,3,16,20200102,4,135138
1,12,1,0,20200102,4,135251
2,20,8,18,20200102,4,135359
1,18,2,0,20200102,4,135509
1,17,1,0,20200102,4,135525
1,1,3,10,20200102,4,135606
2,20,3,17,20200102,4,135901
2,19,3,16,20200102,4,135933
1,2,1,0,20200102,4,135944
1,18,1,0,20200102,4,140114
1,10,1,0,20200102,4,140127
1,15,7,8,20200102,4,140142
2,18,4,15,20200102,4,140312
1,11,14,0,20200102,4,140831
1,1,3,19,20200102,4,140945
1,17,5,19,20200102,4,141026
2,13,4,18,20200102,4,141200
1,19,3,19,20200102,4,141306
1,15,4,8,20200102,4,141837
1,13,2,0,20200102,4,142038
1,12,4,1,20200102,4,142114
1,21,2,0,20200102,4,142208
1,13,1,0,20200102,4,142508
1,22,1,0,20200102,4,142906
1,12,8,1,20200102,4,142945
1,21,1,0,20200102,4,143012
1,10,14,0,20200102,4,143725
2,21,3,18,20200102,4,144127
1,11,13,0,20200102,4,144154
1,10,2,0,20200102,4,144203
1,15,4,8,20200102,4,144825
2,22,3,15,20200102,4,144900
2,19,3,18,20200102,4,144941
1,12,2,0,20200102,4,145704
1,13,3,11,20200102,4,145835
1,16,8,10,20200102,4,145844
2,20,8,18,20200102,4,150118
1,16,3,10,20200102,4,150327
1,11,14,0,20200102,4,150430
2,20,7,18,20200102,4,150505
1,17,2,0,20200102,4,151043
2,18,7,15,20200102,4,151248
2,13,3,18,20200102,4,151539
1,2,4,4,20200102,4,151744
1,11,12,0,20200102,4,151756
2,18,7,15,20200102,4,151937
1,16,8,13,20200102,4,151946
1,10,1,0,20200102,4,152130
1,15,4,8,20200102,4,152346
2,22,4,15,20200102,4,152422
1,21,2,0,20200102,4,152448
1,12,1,0,20200102,4,152502
1,13,7,11,20200102,4,153042
1,8,3,4,20200102,4,153054
1,1,8,9,20200102,4,153237
1,3,1,0,20200102,4,153303
1,17,1,0,20200102,4,153438
1,17,2,0,20200102,4,153750
1,17,1,0,20200102,4,154315
1,19,2,0,20200102,4,154342
1,13,3,19,20200102,4,154405
1,16,3,3,20200102,4,154419
1,14,1,0,20200102,4,154531
1,2,7,9,20200102,4,154650
2,20,3,17,20200102,4,154759
1,2,4,10,20200102,4,154945
1,16,7,12,20200102,4,155203
1,14,3,11,20200102,4,155318
1,21,1,0,20200102,4,155632
1,12,2,0,20200102,4,155700
1,9,2,0,20200102,4,155712
1,19,1,0,20200102,4,160028
2,14,3,18,20200102,4,160551
1,5,3,3,20200102,4,160630
2,20,3,16,20200102,4,160850
1,15,7,8,20200102,4,160957
1,1,4,12,20200102,4,161410
1,16,3,14,20200102,4,161603
1,15,8,8,20200102,4,161758
1,1,2,0,20200102,4,162029
1,16,2,0,20200102,4,162138
2,20,7,18,20200102,4,162140
1,16,1,0,20200102,4,162344
1,10,14,0,20200102,4,162407
2,20,3,18,20200102,4,162457
1,13,4,11,20200102,4,162715
2,18,7,16,20200102,4,163048
1,21,2,0,20200102,4,163235
1,16,8,10,20200102,4,163331
1,15,4,8,20200102,4,163439
2,22,3,15,20200102,4,163700
2,18,4,15,20200102,4,164136
1,17,5,5,20200102,4,164247
1,5,3,3,20200102,4,164308
2,13,3,17,20200102,4,164433
1,2,8,9,20200102,4,164610
1,17,5,6,20200102,4,164650
1,17,2,0,20200102,4,164843
1,20,2,0,20200102,4,165139
1,16,8,14,20200102,4,165240
1,22,2,0,20200102,4,165949
1,16,2,0,20200103,5,90319
1,16,1,0,20200103,5,90707
1,15,4,8,20200103,5,90841
1,15,7,8,20200103,5,91029
1,15,8,8,20200103,5,91032
1,5,2,0,20200103,5,91114
1,8,3,3,20200103,5,91210
1,20,1,0,20200103,5,91302
1,13,7,19,20200103,5,91607
1,11,12,0,20200103,5,91650
1,12,1,0,20200103,5,92118
1,10,14,0,20200103,5,92244
1,3,3,14,20200103,5,92509
1,15,2,0,20200103,5,92733
1,18,2,0,20200103,5,92829
1,12,4,7,20200103,5,92843
2,20,7,18,20200103,5,92921
1,12,4,1,20200103,5,92935
1,22,1,0,20200103,5,93312
1,16,2,0,20200103,5,93920
2,20,7,18,20200103,5,93925
1,16,1,0,20200103,5,94113
1,17,1,0,20200103,5,94247
1,5,1,0,20200103,5,94425
1,7,1,0,20200103,5,94627
1,12,7,1,20200103,5,94807
1,18,1,0,20200103,5,95025
2,19,3,16,20200103,5,95044
2,20,3,18,20200103,5,95231
1,15,1,0,20200103,5,95520
1,20,2,0,20200103,5,95700
1,1,1,0,20200103,5,95728
1,17,2,0,20200103,5,95832
1,21,1,0,20200103,5,100006
1,20,1,0,20200103,5,100012
1,14,3,19,20200103,5,100222
1,3,7,9,20200103,5,100306
1,13,7,11,20200103,5,100348
1,15,2,0,20200103,5,100418
1,16,4,14,20200103,5,100623
1,2,4,10,20200103,5,100627
1,2,3,11,20200103,5,100751
1,15,1,0,20200103,5,100806
1,16,7,12,20200103,5,100945
1,14,3,11,20200103,5,101244
1,6,1,0,20200103,5,101357
1,12,7,7,20200103,5,101646
1,15,2,0,20200103,5,102003
1,15,1,0,20200103,5,102048
2,22,3,15,20200103,5,102356
1,17,1,0,20200103,5,102432
1,17,5,19,20200103,5,102449
2,12,3,17,20200103,5,102759
1,12,7,1,20200103,5,102905
1,14,8,11,20200103,5,103230
1,10,2,0,20200103,5,103306
1,2,8,9,20200103,5,103739
1,15,8,8,20200103,5,103750
1,11,14,0,20200103,5,103818
1,17,2,0,20200103,5,103938
1,5,3,4,20200103,5,104022
1,16,3,3,20200103,5,104145
2,22,4,15,20200103,5,104201
1,16,3,10,20200103,5,104304
1,16,3,13,20200103,5,104827
1,11,14,0,20200103,5,104917
1,16,7,14,20200103,5,105531
1,10,1,0,20200103,5,105639
1,2,8,3,20200103,5,105845
2,19,3,17,20200103,5,105939
2,20,7,18,20200103,5,110006
2,20,3,17,20200103,5,110152
1,3,2,0,20200103,5,110320
1,16,7,13,20200103,5,110345
1,14,2,0,20200103,5,110513
1,13,2,0,20200103,5,110811
1,16,7,13,20200103,5,110852
1,16,8,14,20200103,5,110911
1,12,8,7,20200103,5,111057
1,16,3,11,20200103,5,111116
1,18,2,0,20200103,5,111244
1,10,11,0,20200103,5,111551
1,19,2,0,20200103,5,111815
1,1,3,12,20200103,5,111938
1,3,1,0,20200103,5,112047
1,18,1,0,20200103,5,112641
1,12,4,2,20200103,5,112724
1,17,1,0,20200103,5,112727
1,12,3,2,20200103,5,112741
1,17,5,13,20200103,5,113024
1,11,11,0,20200103,5,113035
1,17,2,0,20200103,5,113402
1,13,1,0,20200103,5,113702
1,12,4,2,20200103,5,113839
1,10,11,0,20200103,5,113936
1,11,11,0,20200103,5,114043
1,15,8,8,20200103,5,114116
1,2,7,3,20200103,5,114136
2,21,4,15,20200103,5,114207
1,1,2,0,20200103,5,114628
1,5,2,0,20200103,5,114753
1,17,1,0,20200103,5,114835
1,10,11,0,20200103,5,115015
2,18,4,15,20200103,5,115017
2,20,4,18,20200103,5,115217
1,16,7,12,20200103,5,115324
1,12,2,0,20200103,5,115334
1,15,4,8,20200103,5,115654
1,11,2,0,20200103,5,115920
1,4,2,0,20200103,5,115942
1,7,2,0,20200103,5,115954
2,20,3,17,20200103,5,120159
1,15,8,8,20200103,5,120315
2,22,4,15,20200103,5,120711
1,16,7,13,20200103,5,120720
2,18,8,16,20200103,5,120729
1,1,1,0,20200103,5,121225
1,17,5,13,20200103,5,121341
1,3,7,10,20200103,5,121712
1,15,7,8,20200103,5,121722
1,16,8,10,20200103,5,121855
1,20,2,0,20200103,5,122423
1,12,1,0,20200103,5,122521
2,18,7,15,20200103,5,122952
1,4,1,0,20200103,5,123018
1,16,8,13,20200103,5,123030
1,16,8,12,20200103,5,123050
2,22,4,15,20200103,5,123149
2,21,3,18,20200103,5,123230
1,19,1,0,20200103,5,123910
2,18,7,15,20200103,5,124129
1,16,3,12,20200103,5,124137
1,5,1,0,20200103,5,124517
2,22,3,15,20200103,5,124536
1,14,1,0,20200103,5,124650
1,16,7,14,20200103,5,124830
1,17,5,4,20200103,5,124923
1,12,8,7,20200103,5,125000
1,4,3,4,20200103,5,125426
1,12,3,1,20200103,5,125519
1,11,1,0,20200103,5,125632
2,15,3,18,20200103,5,130140
1,1,8,9,20200103,5,130300
2,18,4,15,20200103,5,130641
1,8,3,4,20200103,5,131246
2,14,3,16,20200103,5,131253
1,21,2,0,20200103,5,131412
1,10,13,0,20200103,5,131531
1,11,11,0,20200103,5,131532
2,19,3,16,20200103,5,131606
1,20,1,0,20200103,5,131617
2,19,3,18,20200103,5,131708
1,19,3,19,20200103,5,131709
1,7,1,0,20200103,5,131719
2,20,3,16,20200103,5,131737
2,18,4,15,20200103,5,131812
1,17,5,5,20200103,5,131822
1,1,8,4,20200103,5,132120
1,16,3,8,20200103,5,132435
1,21,1,0,20200103,5,132445
1,12,3,7,20200103,5,132533
1,17,5,14,20200103,5,132720
1,15,7,8,20200103,5,133241
1,16,8,13,20200103,5,133358
2,18,4,16,20200103,5,133542
1,22,2,0,20200103,5,133547
1,13,2,0,20200103,5,133553
1,5,2,0,20200103,5,133817
2,19,3,16,20200103,5,133950
2,20,3,18,20200103,5,134031
2,18,4,15,20200103,5,134225
1,14,8,19,20200103,5,134428
1,19,2,0,20200103,5,134640
1,15,2,0,20200103,5,134934
1,14,2,0,20200103,5,134941
1,17,5,3,20200103,5,134951
1,19,1,0,20200103,5,135034
1,19,2,0,20200103,5,135448
1,1,2,0,20200103,5,135505
1,20,2,0,20200103,5,135534
1,9,1,0,20200103,5,135707
1,12,3,2,20200103,5,135848
1,20,1,0,20200103,5,140015
1,16,3,3,20200103,5,140402
1,13,1,0,20200103,5,140447
1,16,3,19,20200103,5,140510
1,14,1,0,20200103,5,140557
1,10,13,0,20200103,5,140713
1,11,14,0,20200103,5,141048
1,12,4,7,20200103,5,141305
1,2,3,3,20200103,5,141521
1,22,1,0,20200103,5,141546
2,18,3,16,20200103,5,141716
1,5,1,0,20200103,5,141805
2,18,8,15,20200103,5,142221
1,12,2,0,20200103,5,142224
2,21,3,15,20200103,5,142308
1,19,1,0,20200103,5,142422
1,17,2,0,20200103,5,142449
1,21,2,0,20200103,5,142758
1,22,2,0,20200103,5,142908
1,1,1,0,20200103,5,143129
1,10,14,0,20200103,5,143133
1,21,1,0,20200103,5,143157
1,22,1,0,20200103,5,143232
2,19,3,16,20200103,5,143724
1,15,1,0,20200103,5,144046
2,20,7,18,20200103,5,144247
1,12,1,0,20200103,5,144247
2,20,3,17,20200103,5,144418
1,19,2,0,20200103,5,144456
1,19,1,0,20200103,5,144515
2,19,3,16,20200103,5,144842
1,17,1,0,20200103,5,144951
2,21,3,15,20200103,5,145008
2,13,3,18,20200103,5,145122
2,2,4,16,20200103,5,145507
1,19,2,0,20200103,5,150025
1,16,7,14,20200103,5,150029
1,7,2,0,20200103,5,150226
1,19,1,0,20200103,5,150253
1,16,8,10,20200103,5,150415
2,20,7,18,20200103,5,150546
1,8,2,0,20200103,5,150548
2,13,4,18,20200103,5,150651
2,2,4,16,20200103,5,150836
1,8,1,0,20200103,5,150845
1,15,7,8,20200103,5,150951
2,20,8,18,20200103,5,151002
2,18,7,16,20200103,5,151342
1,16,4,13,20200103,5,151513
1,16,4,13,20200103,5,151636
1,3,3,19,20200103,5,151740
1,16,2,0,20200103,5,151849
1,17,5,10,20200103,5,151923
1,4,2,0,20200103,5,152001
1,20,2,0,20200103,5,152230
1,3,3,10,20200103,5,152255
1,18,2,0,20200103,5,152256
1,8,2,0,20200103,5,152416
1,5,2,0,20200103,5,152625
1,14,8,11,20200103,5,152745
1,10,14,0,20200103,5,153204
1,14,4,11,20200103,5,153301
1,4,1,0,20200103,5,153358
2,12,4,17,20200103,5,153537
1,1,2,0,20200103,5,153744
1,13,3,19,20200103,5,153831
1,22,2,0,20200103,5,153957
1,18,1,0,20200103,5,154103
1,22,1,0,20200103,5,154103
1,1,1,0,20200103,5,154128
1,16,1,0,20200103,5,154214
2,21,3,18,20200103,5,154341
1,3,4,3,20200103,5,154403
1,11,2,0,20200103,5,154731
1,12,4,5,20200103,5,154906
1,10,12,0,20200103,5,155047
2,12,4,17,20200103,5,155142
1,12,2,0,20200103,5,155240
1,16,2,0,20200103,5,155446
1,18,2,0,20200103,5,155842
2,22,4,15,20200103,5,155846
1,17,2,0,20200103,5,155850
1,12,1,0,20200103,5,155907
1,18,1,0,20200103,5,160204
1,17,1,0,20200103,5,160639
2,21,3,18,20200103,5,160948
1,20,1,0,20200103,5,161121
1,10,15,0,20200103,5,161157
1,1,2,0,20200103,5,161258
2,18,3,16,20200103,5,161600
1,10,15,0,20200103,5,161653
1,20,2,0,20200103,5,161704
1,10,2,0,20200103,5,161935
1,15,7,8,20200103,5,162053
1,16,1,0,20200103,5,162104
1,16,3,13,20200103,5,162108
1,11,1,0,20200103,5,162503
2,17,5,15,20200103,5,162851
1,1,1,0,20200103,5,163125
1,14,2,0,20200103,5,163156
1,2,2,0,20200103,5,163156
1,11,2,0,20200103,5,163508
1,15,8,8,20200103,5,163752
1,16,8,13,20200103,5,163859
2,18,3,16,20200103,5,164707
2,12,7,17,20200103,5,164833
1,20,1,0,20200103,5,165549
1,12,8,7,20200103,5,165602
2,18,4,16,20200103,5,165625
1,16,3,14,20200103,5,165642
1,19,2,0,20200103,5,165647
1,17,5,9,20200103,5,165800
2,20,4,18,20200103,5,165848
1,17,2,0,20200106,1,90211
1,17,1,0,20200106,1,90301
2,18,3,16,20200106,1,90305
2,22,3,15,20200106,1,90336
